GeneID	Riboseq_control_1	Riboseq_control_2	Riboseq_sample_1	Riboseq_sample_2	RNAseq_control_1	RNAseq_control_2	RNAseq_control_3	RNAseq_sample_1	RNAseq_sample_2	RNAseq_sample_3
LOC554206	0	0	0	0	37	38	12	16	22	29
LOC554249	0	0	0	0	0	0	0	0	0	0
LOC574538	0	0	0	0	8	0	0	0	0	0
LOC606724	0	0	0	0	5	10	3	7	0	4
LOC613038	0	0	0	0	0	0	0	0	0	0
LOC613206	0	0	0	0	7	5	5	2	8	3
LOC613266	0	0	0	0	0	0	0	0	0	0
LOC641746	4	2	2	10	0	0	0	0	0	0
LOC642131	0	0	0	0	0	0	0	0	0	0
LOC642361	6	4	0	0	143	159	50	103	103	75
LOC642366	8	0	0	0	67	59	41	65	64	38
LOC642484	0	0	0	0	0	0	0	0	0	0
LOC642648	0	0	6	1	8	9	5	5	12	8
LOC642846	16	12	10	16	1005	1132	371	972	1052	510
LOC642929	0	0	0	0	1	0	0	0	4	2
LOC642943	0	0	0	0	18	2	2	11	4	2
LOC643072	0	0	0	0	41	55	19	45	26	30
LOC643201	0	0	0	0	16	7	2	12	14	1
LOC643327	0	0	0	0	0	0	0	2	3	2
LOC643339	0	0	10	0	3	2	0	2	0	1
LOC643387	2	8	4	54	1077	1286	478	687	652	752
LOC643406	0	0	0	0	0	0	0	0	0	0
LOC643441	0	0	0	0	0	0	0	0	0	0
LOC643542	0	0	0	0	0	0	0	0	0	0
LOC643711	0	0	0	0	0	0	0	0	0	0
LOC643802	0	0	0	0	1	0	1	6	0	1
LOC644090	0	0	0	0	0	0	0	0	0	0
LOC644135	0	0	0	0	0	1	0	2	0	0
LOC644189	0	0	0	0	0	2	4	4	2	2
LOC644215	0	0	0	0	38	42	13	44	26	23
LOC644285	0	0	0	0	101	140	47	182	124	32
LOC644554	0	0	0	0	0	0	0	0	0	0
LOC644634	0	0	0	0	78	62	36	41	42	39
LOC644656	4	0	0	0	80	94	23	74	59	40
LOC644669	0	0	0	0	0	0	0	0	0	0
LOC644936	0	2	12	11	8	7	1	5	2	3
LOC645177	0	0	0	0	0	0	0	0	0	0
LOC645188	0	0	0	0	0	0	0	1	0	0
LOC645202	0	0	0	0	0	0	0	0	0	0
LOC645485	0	0	0	0	3	3	2	4	0	0
LOC645513	0	0	0	10	69	50	13	38	39	18
LOC645752	0	0	0	0	5	0	0	9	12	4
LOC645967	0	0	0	0	14	4	1	6	10	8
LOC646029	0	0	0	0	3	2	0	3	0	0
LOC646030	0	0	0	0	0	0	0	0	1	3
LOC646214	12	0	2	0	266	207	179	207	152	260
LOC646471	0	2	0	0	160	180	35	125	122	81
LOC646548	0	0	0	0	3	8	2	7	4	4
LOC646588	0	0	0	0	0	0	0	0	2	3
LOC646626	0	0	0	0	6	4	8	2	2	2
LOC646652	0	0	0	0	54	62	15	63	64	17
LOC646736	0	0	0	0	0	0	0	0	0	0
LOC646762	0	0	2	4	910	874	372	910	918	766
LOC646813	0	0	0	22	0	0	0	0	0	0
LOC646903	6	7	2	3	60	56	27	32	29	53
LOC646938	0	6	0	0	0	1	1	0	0	0
LOC647070	4	0	0	0	47	29	25	74	30	50
LOC647264	0	0	0	0	0	0	0	0	0	0
LOC648987	0	0	0	0	524	552	106	445	429	357
LOC649133	0	0	0	0	0	0	0	0	0	0
LOC649352	0	0	0	0	0	1	0	0	2	0
LOC650226	0	0	0	0	0	3	0	2	5	0
LOC651337	0	0	0	0	16	18	6	21	18	12
LOC652276	0	4	0	24	280	239	60	199	187	116
LOC653160	0	0	0	0	20	31	16	32	38	17
LOC653513	2	0	0	0	41	28	19	22	30	26
LOC653653	4	0	20	0	231	229	178	321	284	287
LOC653712	0	0	0	0	29	37	11	20	23	20
LOC654780	0	0	0	0	0	0	0	0	0	0
LOC727751	2	6	6	4	223	213	80	185	119	136
LOC727896	0	0	4	14	563	457	281	566	447	504
LOC728024	0	18	0	18	581	523	218	316	185	249
LOC728095	0	0	0	0	0	0	0	1	0	1
LOC728158	0	0	0	0	0	0	0	0	0	0
LOC728196	0	0	0	0	0	0	0	0	0	0
LOC728392	4	0	0	0	113	109	60	159	141	290
LOC728485	8	50	6	102	814	734	296	421	445	314
LOC728554	7	21	30	58	1872	1906	623	1559	1483	1465
LOC728613	0	4	13	10	198	180	95	96	167	113
LOC728660	0	0	0	0	0	0	0	0	0	0
LOC728673	0	0	2	0	120	85	44	73	103	68
LOC728715	0	0	0	0	54	49	27	51	42	30
LOC728739	0	0	16	4	179	167	91	126	104	136
LOC728743	0	0	0	0	79	94	34	67	48	34
LOC728752	0	0	2	0	149	220	55	145	127	146
LOC728755	0	0	0	0	0	0	0	0	0	0
LOC728975	7	0	0	0	32	31	14	29	18	19
LOC728989	0	6	0	0	2	4	1	11	3	0
LOC729080	0	0	4	2	6	9	0	7	10	2
LOC729218	2	6	0	2	369	445	158	262	294	166
LOC729254	0	0	0	0	0	0	0	0	1	0
LOC729291	0	0	0	0	28	11	3	13	20	20
LOC729296	0	0	0	0	0	0	0	0	0	0
LOC729558	0	0	0	0	1	0	3	6	0	3
LOC729603	0	0	0	2	96	68	30	131	85	51
LOC729609	0	0	0	0	0	1	0	0	0	0
LOC729652	0	0	0	0	36	30	9	50	29	19
LOC729681	0	0	0	0	0	0	0	0	0	0
LOC729683	0	0	0	0	28	28	30	18	20	41
LOC729732	0	2	0	26	138	135	50	124	102	68
LOC729737	0	0	0	0	115	140	40	76	88	55
LOC729815	0	0	0	0	0	2	0	0	0	0
LOC729867	0	0	0	0	47	33	8	20	27	22
LOC729870	0	0	0	0	6	4	1	14	12	8
LOC729930	0	0	0	0	138	95	71	123	114	91
LOC729966	0	0	0	0	0	0	0	0	4	0
LOC729968	0	0	1	0	0	0	0	0	0	0
LOC729970	0	2	0	0	74	53	58	62	66	28
LOC730098	0	0	0	0	93	102	34	51	44	46
LOC730100	0	0	0	0	0	0	0	0	0	0
LOC730101	20	12	6	14	699	674	335	546	577	395
LOC730183	18	0	8	0	266	321	105	155	196	196
LOC730202	0	4	8	0	92	61	17	37	25	28
LOC730234	0	0	0	0	17	5	3	4	7	4
LOC730268	6	2	10	2	207	217	99	177	196	109
LOC730338	0	0	0	0	0	0	0	0	0	0
LOC730668	0	0	0	0	0	2	2	0	0	4
LOC731157	0	0	0	0	1	6	1	0	0	2
LOC780529	0	0	0	0	28	7	4	11	5	5
LOC79999	0	0	0	0	0	0	0	0	0	0
LOC90246	0	0	0	0	88	91	35	81	101	58
LOC91370	0	0	0	0	18	26	5	16	8	12
LOC91450	0	0	0	0	2	6	0	0	0	9
LOC91548	0	0	0	0	2	1	0	8	0	2
LOC93429	0	0	0	0	7	3	0	2	3	2
LOC93463	0	0	0	0	0	0	0	6	0	0
LOC93622	14	0	36	38	854	1040	369	556	527	584
LOH12CR2	0	0	0	0	34	4	7	8	5	15
LONP1	54	66	224	295	4696	5577	1231	1555	1404	1031
LONP2	18	56	48	62	1099	1088	713	1072	1111	921
LONRF1	2	0	0	38	459	415	269	434	385	370
LONRF2	20	8	70	60	2795	2709	1310	3044	3127	1925
LONRF3	0	14	14	34	612	567	223	395	288	316
LORICRIN	0	2	0	0	0	2	0	0	0	0
LOX	44	28	51	106	526	518	240	599	624	279
LOXHD1	0	2	0	0	1	4	0	0	0	0
LOXL1	2	16	0	0	185	168	77	96	121	120
LOXL1-AS1	10	4	0	0	174	123	101	182	104	125
LOXL2	18	0	0	8	129	145	34	126	168	89
LOXL3	10	0	14	0	123	123	38	89	104	57
LOXL4	0	0	0	1	55	37	19	57	58	45
LPA	4	1	1	0	0	4	0	0	0	0
LPAL2	0	0	0	0	2	4	1	6	0	2
LPAR1	0	0	6	2	184	186	108	157	135	204
LPAR2	30	0	0	14	197	217	74	109	165	122
LPAR3	0	16	0	2	468	458	214	352	386	225
LPAR4	0	0	0	0	0	0	0	0	0	0
LPAR5	0	0	1	0	17	18	2	17	3	12
LPAR6	0	0	0	0	10	6	10	44	16	15
LPCAT1	38	86	122	131	2364	2145	1082	1769	1578	1307
LPCAT2	10	19	0	54	269	230	157	313	274	289
LPCAT3	8	2	0	42	190	212	72	120	126	117
LPCAT4	34	16	24	10	732	750	335	569	617	298
LPGAT1	10	6	46	2	1773	1610	990	2016	2071	1780
LPGAT1-AS1	0	0	0	0	0	0	0	0	0	0
LPIN1	14	12	0	6	740	680	397	766	724	470
LPIN2	14	22	0	0	373	411	250	521	497	446
LPIN3	10	8	0	0	199	206	71	191	219	145
LPL	28	0	10	0	78	60	33	134	133	90
LPO	0	1	0	0	1	0	0	1	0	0
LPP	0	6	11	4	438	494	321	536	541	288
LPP-AS1	0	0	0	0	0	0	0	0	0	0
LPP-AS2	0	0	0	0	7	11	2	6	8	13
LPXN	0	0	0	0	34	33	11	33	33	16
LRAT	0	0	22	0	30	32	36	42	50	18
LRATD1	0	0	0	60	245	232	94	88	73	28
LRATD2	14	16	38	100	2147	1965	1317	1371	1324	1439
LRBA	20	10	62	52	955	840	486	942	953	731
LRCH1	0	0	0	28	321	333	155	364	361	264
LRCH2	26	26	22	74	470	433	342	561	631	501
LRCH3	4	22	16	74	609	592	286	602	570	586
LRCH4	10	8	16	32	213	244	70	170	152	156
LRCOL1	0	0	0	0	0	0	0	0	0	0
LRFN1	14	30	63	78	1384	1572	572	683	713	714
LRFN2	0	0	0	0	4	2	0	0	0	2
LRFN3	34	32	10	40	491	664	264	273	374	350
LRFN4	10	0	18	31	710	790	299	304	367	304
LRFN5	0	0	0	0	0	0	0	0	0	0
LRG1	0	0	0	0	0	0	0	0	5	1
LRGUK	0	0	0	0	17	15	7	13	13	16
LRIF1	12	0	28	58	446	355	200	304	321	283
LRIG1	20	26	2	24	739	691	380	593	525	539
LRIG2	28	12	32	30	823	631	358	761	748	488
LRIG2-DT	0	0	0	0	18	14	2	13	26	3
LRIG3	33	34	70	52	674	620	340	374	398	317
LRIT1	0	0	0	0	0	0	0	0	0	0
LRIT2	0	0	0	0	2	12	5	6	17	8
LRIT3	0	0	0	0	7	15	0	8	18	14
LRMDA	0	2	0	0	28	24	9	23	18	18
LRMP	0	0	0	0	4	0	0	0	0	0
LRP1	55	52	36	92	421	430	137	446	375	381
LRP1-AS	0	0	0	0	0	0	0	0	0	0
LRP10	86	30	30	50	701	848	364	654	705	684
LRP11	12	0	14	64	1123	1109	757	1306	1263	1028
LRP12	22	24	22	68	484	459	269	437	491	327
LRP1B	16	12	46	0	187	140	61	168	168	110
LRP2	10	44	22	54	727	732	403	875	780	594
LRP2BP	0	0	0	0	73	59	40	106	96	77
LRP3	46	120	102	162	1945	2311	804	984	1193	1508
LRP4	22	14	12	34	613	674	259	632	610	414
LRP4-AS1	0	0	0	0	21	39	5	22	9	16
LRP5	38	26	12	134	1061	1164	449	729	806	704
LRP5L	0	0	0	2	172	220	64	179	137	130
LRP6	54	28	104	70	2400	2210	1176	2400	2345	1350
LRP8	16	12	64	44	541	529	293	560	643	387
LRPAP1	8	32	107	166	1989	2338	740	1024	1054	1231
LRPPRC	68	101	258	376	2699	2512	1573	2335	1979	1807
LRR1	12	22	8	18	402	527	211	382	449	453
LRRC1	20	28	12	82	521	591	239	416	355	431
LRRC10	0	0	0	0	0	0	0	0	2	0
LRRC10B	0	1	0	0	14	8	2	6	0	2
LRRC14	0	0	34	18	1027	936	329	689	607	534
LRRC14B	0	0	0	0	4	0	0	0	0	0
LRRC15	0	0	0	0	0	0	0	0	6	0
LRRC17	0	0	0	0	16	17	15	20	24	34
LRRC18	0	0	0	0	0	0	0	0	0	0
LRRC19	0	0	0	0	2	5	2	6	6	0
LRRC2	0	0	0	0	7	11	9	23	19	3
LRRC2-AS1	0	0	0	0	0	0	0	0	0	0
LRRC20	0	2	7	0	247	306	160	185	193	148
LRRC23	0	4	0	0	80	104	38	73	90	56
LRRC24	0	0	0	0	0	0	0	0	0	0
LRRC25	0	0	0	1	0	0	0	0	0	0
LRRC26	4	16	0	0	36	25	4	31	16	40
LRRC27	0	0	0	12	74	66	34	59	63	39
LRRC28	0	0	0	2	225	190	136	222	116	160
LRRC29	0	0	0	0	13	24	12	10	18	14
LRRC3	0	8	0	0	257	313	150	289	252	313
LRRC3-DT	0	0	0	0	2	0	0	0	0	8
LRRC30	0	0	0	0	0	0	0	0	0	0
LRRC31	0	0	0	0	0	0	0	6	0	0
LRRC32	0	2	0	0	8	4	0	4	4	0
LRRC34	24	0	16	36	129	111	96	154	152	82
LRRC36	0	2	0	0	22	16	3	11	22	7
LRRC37A	0	0	2	0	141	130	26	132	133	87
LRRC37A11P	0	0	0	0	8	12	1	8	13	9
LRRC37A2	0	0	6	0	238	162	65	178	198	109
LRRC37A3	0	6	0	0	146	149	48	147	72	38
LRRC37A4P	0	0	0	0	694	648	237	716	636	429
LRRC37A5P	0	0	0	0	0	0	2	0	0	1
LRRC37A6P	0	0	0	0	74	40	18	53	61	22
LRRC37A8P	0	0	0	0	85	79	47	132	132	65
LRRC37B	10	22	12	0	313	263	90	171	219	135
LRRC38	0	0	0	0	8	4	0	4	0	0
LRRC39	0	0	0	0	34	31	13	67	36	23
LRRC3B	0	0	0	0	0	0	0	0	0	0
LRRC3C	0	0	0	0	8	8	0	0	3	0
LRRC4	1	0	0	0	56	34	36	46	52	60
LRRC40	32	12	58	0	341	305	281	359	464	454
LRRC41	24	40	182	170	1222	1294	573	808	831	1102
LRRC42	4	16	56	26	215	244	154	174	180	290
LRRC43	0	0	0	0	9	9	5	8	16	6
LRRC45	0	24	10	18	921	881	337	552	493	450
LRRC46	0	0	0	0	58	66	6	60	53	30
LRRC47	68	50	148	214	2070	2250	709	976	1057	1149
LRRC49	8	0	10	2	137	103	68	123	153	120
LRRC4B	0	8	0	2	155	203	49	165	164	73
LRRC4C	0	0	0	0	0	0	0	0	0	0
LRRC52	0	0	0	0	0	0	0	0	0	0
LRRC52-AS1	0	0	0	0	1	1	0	0	0	1
LRRC53	0	0	0	0	0	0	0	6	0	0
LRRC55	0	0	0	0	0	0	0	0	0	0
LRRC56	0	0	0	0	28	13	10	39	22	9
LRRC57	16	6	0	0	303	273	165	358	336	265
LRRC58	4	0	4	38	711	642	671	1337	1067	1027
LRRC59	111	178	471	597	6812	7703	2023	4444	4118	3309
LRRC6	0	0	0	1	13	7	3	27	40	14
LRRC61	10	8	38	10	292	420	201	159	200	221
LRRC63	0	0	0	0	16	13	3	6	2	6
LRRC66	0	0	0	0	23	22	5	37	28	24
LRRC69	0	0	0	0	53	34	22	36	17	42
LRRC7	24	8	2	6	255	257	165	303	323	167
LRRC70	0	0	0	0	6	2	0	7	6	0
LRRC71	0	0	0	0	13	6	2	2	6	2
LRRC72	0	0	0	0	0	0	0	0	0	0
LRRC73	0	0	0	0	15	23	4	20	14	13
LRRC74A	0	0	0	0	0	0	0	0	0	0
LRRC74B	0	0	0	0	1	2	0	0	4	2
LRRC75A	6	2	0	0	142	157	33	148	122	127
LRRC75B	0	6	12	14	107	115	32	71	78	60
LRRC77P	0	0	0	0	0	0	0	0	0	0
LRRC8A	23	8	40	10	765	771	313	544	511	559
LRRC8B	12	16	15	6	401	292	303	346	396	469
LRRC8C	0	0	10	0	256	296	231	362	451	312
LRRC8C-DT	0	0	0	1	11	8	6	12	15	12
LRRC8D	0	2	28	28	846	789	359	756	737	572
LRRC8E	8	12	8	18	315	351	122	328	331	294
LRRC9	0	0	0	0	26	34	10	28	28	24
LRRCC1	16	0	26	0	71	44	42	100	101	49
LRRD1	0	0	0	0	2	0	3	8	4	0
LRRFIP1	30	56	112	34	1890	1960	971	2084	1727	1475
LRRFIP2	18	20	26	64	373	330	218	410	367	359
LRRIQ1	0	0	0	0	85	63	28	143	111	36
LRRIQ3	0	0	0	18	12	23	7	7	12	7
LRRIQ4	0	0	0	0	2	0	0	0	0	0
LRRK1	12	10	4	12	330	298	110	347	272	176
LRRK2	0	46	0	0	148	124	84	151	200	98
LRRN1	0	0	0	0	23	20	5	28	29	12
LRRN2	0	0	0	0	54	40	34	42	36	31
LRRN3	0	0	0	0	0	0	0	0	2	2
LRRN4	0	0	0	0	3	2	1	3	13	1
LRRN4CL	0	0	0	0	6	14	2	20	10	2
LRRTM1	8	4	0	2	6	6	5	4	4	0
LRRTM2	0	0	0	0	29	18	30	30	18	37
LRRTM3	0	0	0	0	0	0	0	2	0	0
LRRTM4	0	0	0	0	13	18	6	8	10	4
LRRTM4-AS1	0	0	0	0	0	0	0	0	0	0
LRSAM1	18	8	32	18	216	279	69	137	122	135
LRTM1	0	0	0	0	0	0	0	0	0	0
LRTM2	0	0	0	0	2	6	0	2	6	3
LRTOMT	0	10	0	0	111	111	46	87	68	80
LRWD1	18	34	66	50	519	515	209	281	326	345
LSAMP	0	0	0	0	55	64	45	98	83	55
LSAMP-AS1	0	0	0	0	0	0	0	0	0	0
LSG1	40	8	28	48	920	742	346	487	353	445
LSINCT5	0	0	0	0	0	0	0	0	0	0
LSM1	0	8	34	8	593	497	227	367	337	349
LSM10	10	4	32	0	607	691	273	274	285	351
LSM11	2	0	0	8	616	558	319	1110	1027	848
LSM12	14	44	32	83	781	653	489	893	759	702
LSM14A	46	92	356	346	6911	6186	3760	5407	4976	5453
LSM14B	2	18	46	58	1518	1608	517	1321	1280	1111
LSM2	28	60	74	152	617	688	383	446	488	485
LSM3	38	44	50	80	752	611	291	626	663	604
LSM4	9	2	52	158	1507	1671	822	1038	1143	1177
LSM5	8	32	6	15	694	667	501	978	984	966
LSM6	18	14	73	10	587	532	239	447	394	308
LSM7	41	21	126	136	3132	3589	1152	1335	1089	1465
LSM8	26	10	32	40	825	703	495	1099	1169	833
LSMEM1	0	10	0	0	151	124	27	178	213	80
LSMEM2	0	0	0	0	4	2	0	1	3	3
LSP1	0	0	0	0	0	0	0	1	1	0
LSP1P3	0	0	2	0	42	49	13	49	32	49
LSP1P4	2	4	0	0	7	12	2	8	3	5
LSP1P5	4	32	2	0	62	57	15	43	40	32
LSR	40	66	162	298	1782	2124	530	784	982	813
LSS	53	78	38	86	1412	1500	449	1361	1206	1277
LST1	0	0	0	0	2	0	0	2	1	0
LTA	0	0	0	0	15	13	2	12	7	8
LTA4H	96	62	79	87	1420	1405	727	2028	1818	1817
LTB	0	0	0	0	2	1	1	6	3	1
LTB4R	0	0	27	0	1223	1143	374	907	828	449
LTB4R2	0	0	0	0	108	103	48	76	55	43
LTBP1	182	119	151	104	1569	1419	773	1150	1045	825
LTBP2	0	4	14	20	284	266	111	215	213	130
LTBP3	136	38	34	74	893	1056	347	670	588	564
LTBP4	151	124	148	94	1634	1923	478	1256	1236	897
LTBR	6	0	0	0	10	15	13	3	25	23
LTC4S	1	0	0	0	40	38	14	17	37	17
LTF	0	0	0	0	2	0	0	0	1	0
LTK	0	0	0	2	56	55	20	95	101	59
LTN1	14	18	56	94	991	840	639	1193	1159	849
LTO1	14	8	12	0	491	470	191	375	340	307
LTV1	32	34	72	120	2335	2076	1184	1589	1459	1406
LUADT1	0	0	0	0	0	0	0	0	0	0
LUARIS	0	0	0	0	1	4	0	4	5	0
LUC7L	24	9	41	64	1088	1045	475	1048	910	658
LUC7L2	56	70	122	38	836	1118	178	300	347	369
LUC7L3	112	84	106	75	15429	13249	5683	17857	17363	7233
LUCAT1	0	0	0	0	4	4	0	3	4	4
LUM	22	0	0	0	29	24	23	34	33	25
LUNAR1	0	0	0	0	0	3	4	0	1	0
LURAP1	0	0	0	0	49	64	11	57	31	25
LURAP1L	0	0	8	24	124	146	90	77	94	108
LURAP1L-AS1	0	0	0	0	2	3	2	3	1	3
LUZP1	18	12	32	50	1610	1287	659	1796	1629	1116
LUZP2	0	0	0	0	2	0	0	0	0	0
LUZP4	0	0	0	0	2	0	0	0	2	0
LUZP6	0	0	0	0	0	0	0	0	0	0
LVRN	0	0	0	0	8	5	4	9	8	0
LXN	4	0	0	0	89	80	35	105	74	83
LY6D	0	0	0	0	0	0	0	0	0	0
LY6E	40	16	44	144	1486	1665	659	755	672	995
LY6E-DT	0	0	0	0	6	2	0	2	0	0
LY6G5B	0	0	0	1	188	190	59	167	133	140
LY6G5C	0	0	0	0	16	20	6	5	12	8
LY6G6C	0	0	0	0	10	7	2	7	15	5
LY6G6D	0	0	0	0	2	1	0	0	0	0
LY6G6E	0	0	0	0	2	3	0	2	0	0
LY6G6F	0	0	0	0	0	0	0	1	0	0
LY6G6F-LY6G6D	0	0	0	0	2	0	0	2	0	0
LY6H	0	0	0	0	0	0	0	6	0	0
LY6K	14	0	0	0	16	16	6	17	0	11
LY6L	0	0	0	0	0	0	0	0	0	0
LY75	0	0	0	0	1	2	0	0	0	0
LY75-CD302	0	0	0	0	0	0	0	0	0	0
LY86	0	0	0	0	0	0	0	2	0	0
LY86-AS1	0	0	0	0	1	6	1	5	3	1
LY9	0	0	0	0	0	3	0	0	2	0
LY96	0	0	0	0	2	1	0	0	0	0
LYAR	30	8	2	70	1227	1227	586	1003	872	759
LYG1	0	0	0	0	25	30	14	14	47	19
LYG2	0	0	0	0	7	5	2	9	4	4
LYL1	0	0	0	0	2	3	4	0	2	4
LYN	0	28	70	44	415	456	266	470	471	441
LYNX1	0	0	0	0	4	4	0	3	9	9
LYNX1-SLURP2	0	0	0	0	0	0	0	0	0	0
LYPD1	8	0	0	0	228	280	146	178	160	138
LYPD2	0	0	0	0	5	2	3	1	3	0
LYPD3	0	0	2	2	26	12	5	10	8	6
LYPD4	0	0	0	0	0	2	0	0	0	0
LYPD5	0	0	0	0	7	11	2	9	10	16
LYPD6	4	0	6	0	67	77	100	136	85	105
LYPD6B	2	0	0	0	96	97	60	79	79	107
LYPD8	0	0	0	0	0	0	0	0	0	0
LYPD9P	0	0	0	0	0	0	0	0	0	0
LYPLA1	4	10	17	20	354	335	386	516	495	500
LYPLA2	8	8	48	64	393	473	193	242	291	364
LYPLA2P2	0	0	0	6	107	109	36	68	68	71
LYPLAL1	0	0	18	6	257	364	214	246	237	289
LYPLAL1-AS1	0	0	0	0	1	1	0	2	1	2
LYPLAL1-DT	0	0	0	0	2	0	2	1	6	1
LYRM1	38	18	44	41	443	493	250	445	412	371
LYRM2	32	24	30	26	556	528	372	941	837	1035
LYRM4	36	40	14	34	409	409	178	553	451	454
LYRM4-AS1	0	0	0	0	23	13	2	7	23	7
LYRM7	0	0	6	36	568	522	448	708	643	578
LYRM9	0	0	0	0	90	106	32	62	52	47
LYSMD1	22	0	24	22	645	686	254	600	484	447
LYSMD2	0	0	0	8	30	56	33	33	65	41
LYSMD3	26	4	16	52	723	549	532	883	819	635
LYSMD4	4	0	18	0	491	442	216	355	342	352
LYST	4	26	38	8	647	571	361	911	912	544
LYVE1	0	0	0	0	0	4	0	0	0	0
LYZ	0	0	0	0	2	8	4	10	7	6
LYZL1	0	0	0	0	0	0	0	0	0	0
LYZL2	0	0	0	0	0	0	0	0	0	0
LYZL4	0	0	0	0	1	0	0	0	0	0
LYZL6	0	0	0	0	0	0	0	0	1	0
LZIC	0	8	24	16	858	833	455	727	669	750
LZTFL1	18	10	42	0	134	126	89	161	203	154
LZTR1	8	6	8	28	958	1041	361	737	678	698
LZTS1	0	0	0	0	4	11	2	11	6	14
LZTS1-AS1	0	4	0	0	0	0	0	0	0	2
LZTS2	16	22	86	124	1690	1907	626	1214	1105	1302
LZTS3	6	0	12	0	762	823	215	549	477	342
M1AP	0	0	0	0	2	10	2	0	3	3
M6PR	34	46	118	157	1272	1452	620	905	836	1027
MAATS1	0	0	0	0	12	11	6	11	29	19
MAB21L1	26	0	2	24	46	58	39	45	38	73
MAB21L2	0	0	0	0	4	5	0	0	0	0
MAB21L3	0	0	0	0	2	3	2	3	2	0
MAB21L4	0	0	0	0	0	0	0	0	0	0
MACC1	0	0	0	0	33	22	6	15	14	2
MACC1-AS1	0	0	0	0	0	0	0	0	0	0
MACF1	72	62	16	64	4933	4279	1970	4735	4305	3185
MACIR	0	0	0	4	295	299	355	575	625	655
MACO1	4	8	4	50	665	694	359	661	587	550
MACROD1	0	0	57	42	466	394	151	271	227	205
MACROD2	0	0	0	0	35	37	17	27	36	12
MACROD2-AS1	0	0	0	0	0	0	0	0	0	0
MACROD2-IT1	0	0	0	0	2	0	0	0	0	0
MACROH2A1	44	16	114	292	2700	2857	1224	2218	1917	2402
MACROH2A2	8	28	64	106	964	1036	544	638	658	756
MAD1L1	5	16	77	62	715	643	168	363	287	240
MAD2L1	62	20	62	62	1282	1301	883	1344	1426	1279
MAD2L1BP	34	4	42	60	471	502	177	366	304	345
MAD2L2	16	16	55	50	604	660	246	385	316	396
MADCAM1	0	0	0	0	30	30	10	9	9	3
MADD	29	29	6	64	632	678	278	564	546	457
MADD-AS1	0	0	0	0	0	5	0	4	7	0
MAEA	4	10	10	108	590	518	190	394	365	434
MAEL	0	0	0	0	0	0	0	6	0	0
MAF	22	18	12	108	615	761	431	626	621	654
MAF1	60	40	112	236	2176	2290	733	916	774	964
MAFA	6	0	0	0	63	75	14	47	52	39
MAFA-AS1	0	0	0	0	9	12	3	5	24	2
MAFB	0	0	0	22	166	178	60	89	123	78
MAFF	0	2	0	0	95	95	26	64	102	37
MAFG	8	0	10	12	2063	1972	604	1565	1375	1006
MAFG-DT	0	0	8	0	50	53	39	49	39	53
MAFIP	4	0	6	2	142	159	56	113	86	69
MAFK	8	22	18	54	2087	2639	553	1147	1020	826
MAFTRR	0	0	0	0	1	3	1	0	0	0
MAG	0	0	0	0	0	0	0	0	0	0
MAGEA1	0	0	0	0	0	0	0	0	0	0
MAGEA10	0	0	0	0	0	0	0	0	0	0
MAGEA10-MAGEA5	0	0	0	0	0	0	0	0	0	0
MAGEA11	0	0	0	0	0	0	0	0	1	0
MAGEA12	0	0	0	0	0	0	0	0	0	0
MAGEA2	0	0	0	0	0	0	0	0	0	0
MAGEA2B	0	0	0	0	0	0	0	0	0	0
MAGEA3	0	0	0	0	0	0	0	0	0	0
MAGEA4	0	0	0	0	0	0	0	1	0	0
MAGEA4-AS1	0	0	0	0	1	0	0	0	0	0
MAGEA5	0	0	0	0	0	0	0	0	0	0
MAGEA6	0	0	0	0	0	0	2	0	0	0
MAGEA8	0	0	0	0	0	2	0	0	0	0
MAGEA8-AS1	0	0	0	0	1	0	0	0	0	0
MAGEA9	0	0	0	0	0	0	0	0	0	0
MAGEA9B	0	0	0	0	0	0	0	0	0	0
MAGEB1	0	0	0	0	0	0	0	0	0	0
MAGEB10	0	0	0	0	0	0	0	0	0	0
MAGEB16	0	0	0	0	0	0	0	0	0	0
MAGEB17	0	0	0	0	0	0	0	0	0	0
MAGEB18	0	0	0	0	0	0	0	0	0	0
MAGEB2	0	0	0	0	0	0	0	0	0	0
MAGEB3	0	0	0	0	0	0	0	0	0	0
MAGEB4	0	0	0	0	0	0	0	0	0	0
MAGEB5	0	0	0	0	0	0	0	0	0	0
MAGEB6	0	0	0	0	6	2	0	0	0	0
MAGEC1	0	0	0	0	0	0	0	2	0	0
MAGEC2	0	0	0	0	0	0	0	0	0	0
MAGEC3	0	0	0	0	4	2	0	0	0	0
MAGED1	118	71	76	110	732	715	279	674	726	616
MAGED2	54	16	52	134	622	733	324	596	580	645
MAGED4	0	0	0	0	0	0	0	0	0	0
MAGED4B	0	0	0	0	0	0	0	0	0	0
MAGEE1	0	0	0	0	4	6	6	10	0	10
MAGEE2	0	0	0	0	0	0	0	0	0	0
MAGEF1	38	10	112	190	2081	1986	1059	1492	1262	1535
MAGEH1	16	22	0	0	97	108	55	84	127	167
MAGEL2	0	0	0	0	0	0	0	0	0	0
MAGI1	2	22	36	30	727	788	340	595	584	532
MAGI1-AS1	0	0	0	0	0	0	0	0	0	1
MAGI1-IT1	0	0	0	0	0	0	0	0	2	0
MAGI2	12	0	0	0	218	184	97	137	154	96
MAGI2-AS2	0	0	0	0	0	0	0	0	0	0
